SRR3437043_Aligned.sortedByCoord.out.bam	SRR3437044_Aligned.sortedByCoord.out.bam	SRR3437051_Aligned.sortedByCoord.out.bam	SRR3437052_Aligned.sortedByCoord.out.bam	SRR3437053_Aligned.sortedByCoord.out.bam	SRR3437054_Aligned.sortedByCoord.out.bam	SRR3437056_Aligned.sortedByCoord.out.bam	SRR3437060_Aligned.sortedByCoord.out.bam
TMEM60	26	31	18	33	22	53	36	26
TMEM61	6	5	3	2	5	4	6	1
TMEM62	46	44	25	29	50	62	26	36
TMEM63A	270	429	684	178	165	134	108	179
TMEM63B	120	80	85	124	108	246	36	148
TMEM63C	0	1	7	4	20	21	7	83
TMEM64	62	47	23	23	19	53	48	19
TMEM65	31	36	44	24	10	43	28	19
TMEM67	21	28	27	6	4	9	18	11
TMEM68	29	45	35	40	49	63	44	65
TMEM69	46	57	86	91	55	95	70	54
TMEM70	31	27	33	43	33	90	49	43
TMEM71	8	5	1	0	1	2	1	0
TMEM72	0	0	0	0	0	0	0	0
TMEM72-AS1	4	0	0	2	1	0	1	0
TMEM74	1	0	0	0	0	0	0	1
TMEM74B	19	1	7	7	11	44	11	8
TMEM78	0	0	0	0	0	0	1	0
TMEM79	162	201	232	326	262	233	258	306
TMEM80	64	70	46	79	69	140	85	64
TMEM81	6	5	6	2	1	8	5	4
TMEM82	0	0	0	0	0	0	0	0
TMEM86A	18	17	8	32	18	38	15	23
TMEM86B	6	5	4	4	7	9	14	3
TMEM87A	186	211	364	278	252	332	385	518
TMEM87B	68	90	268	161	87	75	140	94
TMEM88	5	4	11	11	4	18	12	5
TMEM88B	9	7	5	3	1	0	6	1
TMEM89	1	1	0	0	0	0	1	0
TMEM8B	202	177	115	132	165	233	153	170
TMEM9	161	173	128	271	222	370	217	201
TMEM91	38	18	9	28	21	32	50	32
TMEM92	2	1	0	2	0	2	0	1
TMEM92-AS1	1	2	1	2	0	0	1	0
TMEM94	213	186	247	135	130	254	186	159
TMEM95	0	0	0	0	0	0	0	0
TMEM97	70	47	68	92	60	120	126	54
TMEM97P1	0	0	0	0	0	0	0	1
TMEM97P2	0	0	0	0	0	0	0	0
TMEM98	199	200	113	161	130	171	279	111
TMEM9B	88	72	61	111	101	153	81	86
TMEM9B-AS1	21	24	25	12	7	32	9	11
TMF1	38	60	89	25	39	68	99	33
TMF1P1	0	0	0	0	0	0	0	0
TMIE	8	6	1	1	1	0	0	0
TMIGD1	0	0	0	0	0	0	0	0
TMIGD2	2	2	0	0	0	0	0	0
TMIGD3	3	1	1	0	2	0	0	0
TMLHE	25	20	10	7	4	2	7	2
TMLHE-AS1	2	3	1	2	0	5	2	1
TMOD1	137	100	53	71	78	88	76	66
TMOD2	55	28	8	19	9	28	19	20
TMOD3	69	95	80	80	85	85	110	79
TMOD4	6	11	5	2	5	10	8	3
TMPO	71	96	77	60	42	85	78	50
TMPO-AS1	6	6	12	1	0	8	9	4
TMPOP1	0	0	0	1	0	0	1	0
TMPOP2	0	0	0	0	0	0	0	0
TMPPE	1	2	1	2	1	0	0	0
TMPRSS11A	0	1	0	0	0	0	0	0
TMPRSS11B	0	0	0	0	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0	1	0
TMPRSS11CP	0	0	0	0	0	1	0	0
TMPRSS11D	0	0	0	0	0	0	0	0
TMPRSS11E	12	4	3	53	1	2	2	0
TMPRSS11F	0	0	0	2	0	0	0	0
TMPRSS11GP	0	0	0	0	0	2	0	0
TMPRSS12	0	1	0	0	0	0	0	0
TMPRSS13	3	8	4	4	7	12	1	6
TMPRSS15	0	0	0	0	0	0	1	0
TMPRSS2	840	1271	2287	3931	2111	3977	3558	2576
TMPRSS3	4	4	2	3	4	0	4	5
TMPRSS4	79	25	2	1	1	4	0	1
TMPRSS5	3	1	1	1	1	1	3	3
TMPRSS6	1	0	0	0	1	0	0	0
TMPRSS7	0	0	0	0	0	0	0	0
TMPRSS9	17	9	4	14	4	7	16	13
TMSB10	614	538	279	504	939	1243	1917	1501
TMSB10P1	0	0	0	0	0	0	0	0
TMSB10P2	0	0	0	0	0	0	0	0
TMSB15A	10	10	34	48	53	31	319	135
TMSB15B	31	40	2	15	4	7	55	3
TMSB15B-AS1	3	1	0	0	0	0	0	0
TMSB4X	3428	2265	1047	1426	1334	4092	2192	1411
TMSB4XP1	2	0	2	1	0	1	2	0
TMSB4XP2	1	1	0	1	0	1	0	0
TMSB4XP3	0	0	0	0	0	0	0	0
TMSB4XP4	3	2	0	2	4	6	4	0
TMSB4XP6	2	1	5	2	1	1	5	1
TMSB4XP8	112	94	27	56	24	75	60	25
TMSB4Y	7	5	6	6	3	9	7	8
TMTC1	72	39	27	19	18	4	16	8
TMTC2	27	47	104	35	40	110	40	47
TMTC3	24	31	59	30	109	307	36	26
TMTC4	27	26	149	115	97	180	81	136
TMUB1	61	39	45	53	55	123	101	105
TMUB2	183	158	107	131	127	217	128	142
TMX1	37	59	53	31	23	57	49	27
TMX2	174	178	147	203	139	156	190	223
TMX2P1	3	5	5	1	1	3	4	2
TMX3	47	106	53	106	42	46	116	59
TMX4	199	173	118	135	77	127	85	110
TNC	409	549	112	123	27	37	87	58
TNF	4	6	1	2	3	0	1	0
TNFAIP1	78	105	87	101	98	141	87	43
TNFAIP2	410	503	82	91	87	89	61	56
TNFAIP3	68	92	57	62	55	19	26	20
TNFAIP6	3	2	2	3	1	1	1	1
TNFAIP8	95	82	8	81	18	58	29	87
TNFAIP8L1	20	12	10	12	13	12	13	13
TNFAIP8L2	10	8	0	2	3	1	6	3
TNFAIP8L3	16	9	3	2	8	5	8	1
TNFRSF10A	7	7	23	9	2	8	2	6
TNFRSF10A-AS1	2	5	3	2	2	1	2	1
TNFRSF10A-DT	3	2	8	4	4	3	5	5
TNFRSF10B	120	160	103	73	67	68	67	32
TNFRSF10C	4	0	1	1	0	1	1	0
TNFRSF10D	25	26	22	23	6	7	20	7
TNFRSF11A	18	17	7	4	2	1	11	2
TNFRSF11B	9	5	1	3	1	1	5	2
TNFRSF12A	33	20	15	35	14	22	20	12
TNFRSF13B	1	5	0	0	1	4	0	1
TNFRSF13C	7	7	0	0	4	1	3	1
TNFRSF14	400	368	540	326	528	583	317	346
TNFRSF14-AS1	80	110	173	69	168	165	83	71
TNFRSF17	0	4	0	1	2	0	0	0
TNFRSF18	3	6	1	6	8	7	3	4
TNFRSF19	67	150	62	48	9	8	94	69
TNFRSF1A	209	160	127	177	80	100	120	88
TNFRSF1B	74	62	25	21	43	40	28	15
TNFRSF21	154	116	126	101	125	168	53	25
TNFRSF25	59	73	14	26	43	30	55	25
TNFRSF4	4	15	0	2	5	6	12	5
TNFRSF6B	0	0	0	0	0	0	0	0
TNFRSF8	2	0	1	0	0	2	2	0
TNFRSF9	1	2	1	3	5	1	0	0
TNFSF10	224	271	421	293	372	218	576	176
TNFSF11	2	0	0	0	0	0	0	0
TNFSF12	129	67	31	45	53	57	42	27
TNFSF12-TNFSF13	0	0	0	0	0	0	0	0
TNFSF13	42	30	22	21	16	39	8	15
TNFSF13B	6	13	1	7	6	3	18	2
TNFSF14	13	12	0	4	0	3	3	0
TNFSF15	43	41	13	36	17	11	18	5
TNFSF18	0	0	2	3	0	0	0	1
TNFSF4	12	11	4	17	18	14	17	13
TNFSF8	9	3	3	5	7	2	3	1
TNFSF9	0	0	0	10	0	0	0	0
TNIK	45	61	9	17	29	92	14	12
TNIP1	192	161	199	147	110	153	185	85
TNIP2	50	53	37	79	61	121	77	52
TNIP2P1	0	0	0	0	0	0	0	0
TNIP3	0	0	1	0	1	0	0	0
TNK1	28	26	39	49	37	23	18	14
TNK2	230	190	419	239	684	1457	404	658
TNK2-AS1	9	12	37	29	16	71	17	27
TNKS	95	119	55	79	32	41	46	47
TNKS1BP1	352	332	441	495	205	426	429	463
TNKS2	96	118	156	91	58	85	87	84
TNKS2-AS1	0	0	1	4	2	0	0	2
TNMD	0	1	0	1	0	0	0	0
TNN	1	2	3	6	0	4	2	0
TNNC1	6	7	2	3	6	5	5	3
TNNC2	7	2	2	2	3	6	2	1
TNNI1	7	11	9	13	13	19	4	2
TNNI2	20	4	1	0	1	1	1	0
TNNI3	0	0	1	0	3	0	1	0
TNNI3K	0	0	0	0	0	0	0	0
TNNT1	3	0	0	0	2	0	0	0
TNNT2	4	4	1	1	7	9	2	0
TNNT3	39	12	0	0	0	3	1	0
TNP1	0	0	0	0	0	0	0	0
TNP2	0	0	0	0	0	0	0	0
TNPO1	122	144	237	89	104	129	195	130
TNPO1-DT	0	0	0	0	1	0	1	0
TNPO1P1	0	0	0	0	0	0	0	0
TNPO1P2	0	0	0	0	0	0	1	0
TNPO1P3	0	0	0	0	0	0	1	0
TNPO2	243	248	201	164	113	219	223	172
TNPO3	127	112	111	80	34	54	111	80
TNPO3P1	0	0	0	0	0	0	0	0
TNR	0	0	0	0	0	0	1	0
TNR-IT1	0	0	0	0	0	0	0	0
TNRC18	360	306	570	247	191	338	360	315
TNRC18P1	1	0	1	1	0	0	0	0
TNRC18P2	2	1	1	0	0	0	0	0
TNRC18P3	4	0	5	1	1	5	3	3
TNRC6A	168	341	249	122	148	155	260	131
TNRC6B	83	130	129	85	100	120	98	68
TNRC6B-DT	1	1	0	0	0	1	1	0
TNRC6C	53	91	105	66	82	71	183	60
TNS1	2195	1464	725	396	237	87	318	159
TNS1-AS1	4	10	1	1	0	0	1	0
TNS2	549	465	459	299	194	289	267	172
TNS3	161	112	195	164	30	19	63	16
TNS4	51	75	11	17	1	0	0	5
TNXA	98	38	10	29	46	44	107	10
TNXB	232	111	57	60	72	74	144	18
TOB1	140	132	290	297	72	100	155	122
TOB1-AS1	7	6	6	15	3	5	11	10
TOB2	161	160	142	177	152	205	240	235
TOB2P1	0	0	0	0	1	1	1	0
TOE1	48	31	21	11	21	34	30	25
TOGARAM1	27	43	39	20	16	20	36	26
TOGARAM2	5	9	0	2	0	1	4	0
TOLLIP	152	126	114	178	136	218	111	136
TOLLIP-DT	4	4	6	4	6	17	10	9
TOM1	91	77	90	100	80	179	118	126
TOM1L1	70	95	285	169	65	87	114	81
TOM1L2	351	333	248	357	387	552	202	174
TOMM20	292	349	423	476	349	525	618	494
TOMM20L	2	4	2	4	2	4	6	2
TOMM20L-DT	0	0	0	0	0	0	0	0
TOMM20P1	0	0	0	0	0	0	0	0
TOMM20P2	0	0	0	0	0	0	0	0
TOMM20P3	0	0	0	0	0	0	0	0
TOMM20P4	2	2	1	3	1	2	5	2
TOMM22	88	77	79	88	91	174	130	104
TOMM22P1	0	0	0	0	0	0	0	0
TOMM22P2	0	0	0	0	0	0	0	0
TOMM22P3	0	0	0	0	0	0	0	0
TOMM22P4	0	0	0	0	0	0	0	0
TOMM22P5	0	0	0	0	0	0	0	0
TOMM22P6	0	0	0	0	0	0	0	0
TOMM34	84	47	45	62	78	107	101	63
TOMM40	54	29	77	84	63	159	119	77
TOMM40L	48	36	32	29	33	57	25	18
TOMM40P1	0	0	1	2	2	1	7	0
TOMM40P2	0	0	1	0	2	0	9	0
TOMM40P3	0	0	0	0	0	0	0	0
TOMM40P4	0	0	2	2	0	4	2	8
TOMM5	45	35	35	66	51	96	74	51
TOMM6	0	0	0	0	0	0	0	0
TOMM7	459	335	453	457	405	489	827	406
TOMM70	162	157	156	221	117	200	152	143
TOMT	0	0	0	0	0	0	0	0
TONSL	35	27	38	50	29	119	82	96
TONSL-AS1	6	3	2	9	4	14	12	14
TOP1	122	178	257	154	137	249	175	152
TOP1MT	39	56	79	68	40	56	109	54
TOP1P1	2	5	4	2	2	0	1	1
TOP2A	3	9	36	12	7	46	37	17
TOP2B	288	281	293	202	131	257	351	223
TOP3A	70	61	48	40	55	84	54	37
TOP3B	79	61	120	88	53	113	95	75
TOP3BP1	10	7	10	12	7	22	20	17
TOPAZ1	0	0	0	0	0	1	0	0
TOPBP1	31	41	72	50	54	123	46	28
TOPORS	38	53	72	41	22	55	30	42
TOPORSLP	0	0	0	0	0	0	0	0
TOR1A	92	71	66	94	72	97	88	51
TOR1AIP1	240	250	83	93	51	68	72	43
TOR1AIP2	99	92	74	95	69	157	87	42
TOR1B	42	70	78	105	71	75	86	64
TOR1BP1	0	0	0	0	0	0	0	0
TOR2A	39	22	24	30	50	85	39	43
TOR3A	79	79	81	60	133	162	86	39
TOR4A	21	16	8	3	4	6	13	8
TOX	12	18	6	6	2	1	9	2
TOX2	49	28	18	8	15	20	13	16
TOX3	9	20	30	12	4	2	15	0
TOX4	208	185	195	202	183	191	226	174
TOX4P1	0	1	0	0	0	0	0	0
TP53	91	76	98	93	73	127	79	31
TP53AIP1	5	8	7	2	4	10	0	5
TP53BP1	202	233	179	149	174	176	155	83
TP53BP2	66	64	68	44	47	55	59	48
TP53I11	168	184	227	345	97	290	256	267
TP53I13	102	73	37	41	59	108	117	34
TP53I3	29	32	46	54	71	96	61	16
TP53INP1	85	187	361	247	221	614	230	248
TP53INP2	319	228	197	228	116	166	93	82
TP53RK	40	38	39	39	37	54	42	26
TP53RK-DT	0	0	0	0	1	1	0	1
TP53TG1	64	44	62	127	80	134	187	70
TP53TG3	0	2	0	0	0	0	1	0
TP53TG3B	0	2	0	0	0	0	0	0
TP53TG3C	0	2	0	0	0	0	0	0
TP53TG3D	0	1	0	0	0	0	0	0
TP53TG3E	0	2	0	0	0	0	0	0
TP53TG3F	0	2	0	0	0	0	0	0
TP53TG3GP	0	0	0	0	0	0	0	0
TP53TG3HP	0	0	0	0	0	0	0	0
TP53TG5	16	13	5	3	1	3	3	3
TP63	70	96	6	3	0	0	2	1
TP73	17	22	7	11	11	10	7	12
TP73-AS1	180	212	141	106	88	153	96	121
TP73-AS2	0	0	0	0	0	0	0	0
TP73-AS3	0	0	0	0	0	0	0	1
TPBG	60	34	29	16	13	29	45	9
TPBGL	2	0	0	0	4	4	0	0
TPBGL-AS1	10	4	1	5	4	4	5	3
TPCN1	263	268	174	145	95	173	200	117
TPCN2	38	39	39	29	18	17	19	15
TPD52	87	168	501	704	373	548	524	500
TPD52L1	123	76	81	92	66	74	100	58
TPD52L2	272	243	201	197	179	266	260	172
TPD52L3	0	0	0	0	0	0	0	0
TPGS1	13	4	6	13	10	12	47	15
TPGS2	199	170	58	85	80	203	112	79
TPH1	5	5	4	4	10	6	23	5
TPH2	0	0	0	0	0	0	0	0
TPI1	548	329	317	480	620	839	715	758
TPI1P1	8	5	7	9	9	16	4	7
TPI1P2	0	1	2	2	0	1	0	2
TPI1P3	0	0	0	0	1	1	0	0
TPI1P4	0	0	0	0	0	3	0	0
TPK1	6	10	5	6	5	6	5	7
TPM1	5362	2226	1001	1129	848	579	973	493
TPM1-AS	31	16	76	43	11	28	60	23
TPM2	7817	2423	866	1325	635	298	1629	637
TPM2P1	0	0	0	1	1	1	0	0
TPM3	309	345	346	264	264	395	301	254
TPM3P1	0	0	0	0	0	0	0	0
TPM3P2	0	0	0	0	0	0	0	0
TPM3P3	0	0	0	0	0	0	0	0
TPM3P4	0	0	0	0	0	0	0	0
TPM3P6	5	25	6	1	2	2	0	2
TPM3P7	0	1	0	0	0	0	0	0
TPM3P8	0	0	0	0	0	0	1	0
TPM3P9	42	106	149	36	50	29	7	68
TPM4	856	785	699	680	449	528	520	617
TPM4P1	0	0	0	0	0	0	0	0
TPMT	41	46	63	63	57	86	71	61
TPMTP1	0	0	0	0	0	0	0	1
TPMTP2	0	0	0	0	0	0	0	0
TPMTP3	0	0	0	0	0	0	0	0
TPMTP4	0	0	0	0	0	0	0	0
TPO	1	2	38	6	2	1	9	6
TPP1	268	273	203	193	228	318	203	168
TPP2	64	70	82	63	40	59	48	49
TPPP	29	15	13	20	27	13	3	26
TPPP2	6	10	2	1	0	0	4	0
TPPP3	56	17	17	17	2	3	22	27
TPR	183	218	274	135	148	224	221	145
TPRA1	92	90	58	69	86	182	92	83
TPRG1	5	15	3	3	2	2	2	3
TPRG1-AS1	0	1	1	0	0	1	0	0
TPRG1-AS2	1	0	1	0	0	0	0	0
TPRG1L	178	123	79	133	128	160	160	100
TPRG1LP1	0	1	0	0	0	1	0	0
TPRKB	47	46	51	79	30	92	96	39
TPRKBP1	0	0	0	0	0	0	0	0
TPRKBP2	0	0	0	0	0	0	0	0
TPRN	44	46	71	184	54	77	92	71
TPRX1	0	0	0	0	0	0	0	0
TPRX1P1	0	0	0	0	0	0	0	0
TPRX2P	0	0	0	0	0	0	0	0
TPRXL	5	4	0	1	0	0	0	0
TPSAB1	346	159	37	41	25	258	26	30
TPSB2	316	132	39	42	29	263	26	31
TPSD1	50	20	3	8	2	23	1	9
TPSG1	10	3	0	13	22	2	10	0
TPSP2	1	3	0	0	3	7	1	4
TPST1	89	67	16	10	25	25	39	28
TPST2	40	38	83	37	47	49	54	16
TPST2P1	0	0	0	0	0	0	0	0
TPT1	5392	4467	9400	10054	2967	4068	12684	2907
TPT1-AS1	189	197	149	186	105	136	218	81
TPT1P1	0	0	0	0	0	0	0	0
TPT1P10	0	0	0	0	0	0	0	0
TPT1P11	0	0	0	0	0	0	0	0
TPT1P12	0	0	0	0	0	0	0	0
TPT1P13	0	0	0	0	0	0	0	0
TPT1P14	0	0	0	0	0	0	0	0
TPT1P2	0	0	0	0	0	0	0	0
TPT1P3	0	0	0	0	0	0	0	0
TPT1P4	1	2	3	5	1	0	6	1
TPT1P5	0	0	0	0	0	0	0	0
TPT1P6	0	0	2	1	0	1	0	0
TPT1P7	0	0	0	0	0	0	0	0
TPT1P8	0	0	0	0	0	0	0	0
TPT1P9	1	7	9	10	2	3	8	3
TPTE	0	0	0	0	0	0	0	0
TPTE2	1	1	0	0	0	0	0	0
TPTE2P1	3	2	0	2	1	1	0	0
TPTE2P2	1	1	10	1	0	1	0	0
TPTE2P4	0	0	0	0	0	0	0	0
TPTE2P5	6	7	4	3	2	7	10	2
TPTE2P6	0	0	0	1	0	0	0	0
TPTEP1	54	45	14	8	2	1	11	8
TPTEP2	10	12	6	11	3	13	15	10
TPTEP2-CSNK1E	1	0	0	0	0	0	2	0
TPX2	7	7	16	13	4	34	12	30
TRA2A	154	219	228	191	136	309	245	265
TRA2B	244	288	211	243	230	362	297	219
TRABD	150	114	180	145	115	202	223	131
TRABD2A	5	10	3	9	34	16	25	17
TRABD2B	26	12	7	9	1	6	19	2
TRAC	46	55	12	9	28	12	8	6
TRADD	64	53	20	78	80	78	86	59
TRAF1	122	129	28	25	39	32	37	19
TRAF2	37	42	43	31	74	114	57	49
TRAF3	86	99	76	36	56	87	58	45
TRAF3IP1	65	64	66	39	25	37	43	28
TRAF3IP2	56	70	52	27	13	4	16	15
TRAF3IP2-AS1	9	14	8	4	6	6	11	5
TRAF3IP3	35	70	7	14	16	19	10	14
TRAF4	89	109	295	311	202	345	355	113
TRAF5	122	130	92	32	44	24	61	31
TRAF6	47	47	36	14	23	31	27	29
TRAF6P1	0	0	0	0	0	0	0	0
TRAF7	124	94	165	186	124	244	200	213
TRAFD1	120	110	74	116	160	333	117	70
TRAIP	11	3	6	4	5	10	11	14
TRAJ1	0	1	0	0	0	0	0	0
TRAJ10	0	0	0	0	0	0	0	0
TRAJ11	0	1	0	0	0	0	0	0
TRAJ12	0	0	0	0	0	0	0	0
TRAJ13	0	0	0	0	0	0	0	0
TRAJ14	0	0	0	0	0	0	0	0
TRAJ16	0	0	0	0	0	0	0	0
TRAJ17	0	0	0	0	0	0	0	0
TRAJ18	0	0	0	0	0	0	0	0
TRAJ19	0	0	0	0	0	0	0	0
TRAJ2	0	0	0	0	1	0	0	0
TRAJ20	0	0	0	0	0	0	0	0
TRAJ21	0	0	0	0	0	0	0	0
TRAJ22	0	0	0	0	0	0	0	0
TRAJ23	0	0	0	0	0	0	0	0
TRAJ24	0	0	0	0	0	0	0	0
TRAJ25	0	0	0	0	0	0	0	0
TRAJ26	0	0	0	0	0	0	0	0
TRAJ27	0	0	0	0	0	0	0	0
TRAJ28	0	0	0	0	0	0	0	0
TRAJ29	0	0	0	0	0	0	0	0
TRAJ3	0	0	0	0	0	0	0	0
TRAJ30	0	0	0	0	0	0	0	0
TRAJ31	0	0	0	0	1	1	0	0
TRAJ32	0	0	0	0	0	0	0	0
TRAJ33	0	0	0	0	0	0	0	0
TRAJ34	0	0	0	0	0	0	0	0
TRAJ35	0	0	0	0	0	0	0	0
TRAJ36	0	0	0	0	0	0	0	0
TRAJ37	0	0	0	0	0	0	0	0
TRAJ38	0	0	0	0	0	0	0	0
TRAJ39	0	0	0	0	0	0	0	0
TRAJ4	0	0	0	0	0	0	0	0
TRAJ40	0	0	0	0	0	0	0	0
TRAJ41	0	0	0	0	0	0	0	0
TRAJ42	0	0	0	0	0	0	0	0
TRAJ43	0	0	0	0	0	0	0	0
TRAJ44	0	0	0	0	0	0	0	0
TRAJ45	0	0	0	0	0	0	0	0
TRAJ46	0	0	0	0	0	0	0	0
TRAJ47	0	0	0	0	0	0	0	0
TRAJ48	0	0	0	0	0	0	0	0
TRAJ49	0	0	0	0	0	0	0	0
TRAJ5	0	0	0	0	0	0	0	0
TRAJ50	0	0	0	0	0	0	0	0
TRAJ51	0	0	0	0	0	0	0	0
TRAJ52	0	0	0	0	0	0	0	0
TRAJ53	0	0	0	0	0	0	0	0
TRAJ54	0	0	0	0	0	0	0	0
TRAJ55	0	0	0	0	0	0	0	0
TRAJ56	0	0	0	0	0	0	0	0
TRAJ57	0	0	0	0	0	0	0	0
TRAJ58	0	0	0	0	0	0	0	0
TRAJ59	0	0	0	0	0	0	0	0
TRAJ6	0	0	0	0	0	0	0	0
TRAJ60	0	0	0	0	0	0	0	0
TRAJ61	0	0	0	0	0	0	0	0
TRAJ7	0	0	0	0	0	0	0	0
TRAJ8	0	0	0	0	0	0	0	0
TRAJ9	0	0	0	0	0	0	0	0
TRAK1	154	153	178	165	91	149	121	57
TRAK2	82	121	118	70	70	101	110	66
TRAM1	199	241	229	232	118	199	274	243
TRAM1L1	6	6	0	9	0	0	9	11
TRAM2	105	82	117	66	77	95	45	48
TRAM2-AS1	15	21	14	16	12	25	14	18
TRANK1	332	336	72	61	80	32	61	38
TRAP1	240	181	305	344	184	443	368	239
TRAPPC1	162	109	73	153	122	239	75	87
TRAPPC10	73	77	82	53	69	57	60	53
TRAPPC11	64	81	88	79	67	89	61	67
TRAPPC12	128	108	128	117	132	183	142	108
TRAPPC12-AS1	3	2	8	1	2	9	3	1
TRAPPC13	52	80	56	29	42	64	77	42
TRAPPC13P1	0	0	0	1	0	0	0	0
TRAPPC14	65	82	64	71	79	164	95	128
TRAPPC2	44	44	61	31	73	186	44	30
TRAPPC2B	10	9	13	21	13	15	25	14
TRAPPC2L	106	79	20	104	68	89	127	43
TRAPPC2LP1	0	0	0	0	0	0	0	0
TRAPPC2P10	0	0	0	0	0	0	0	0
TRAPPC2P2	0	1	0	0	0	0	0	0
TRAPPC2P3	0	0	0	0	0	0	0	0
TRAPPC2P4	0	0	0	0	0	0	0	0
TRAPPC2P5	0	0	0	0	0	0	0	0
TRAPPC2P7	0	0	0	0	0	0	0	0
TRAPPC2P8	0	0	0	0	0	0	0	0
TRAPPC2P9	0	0	0	0	0	0	0	0
TRAPPC3	125	106	82	156	121	178	138	131
TRAPPC3L	2	3	0	0	0	0	0	0
TRAPPC4	125	104	60	134	168	304	198	162
TRAPPC5	16	11	9	19	13	33	47	21
TRAPPC6A	49	36	34	73	49	76	132	70
TRAPPC6B	51	74	66	49	49	83	61	42
TRAPPC8	62	90	88	76	31	79	73	41
TRAPPC9	52	55	38	62	48	100	71	62
TRARG1	0	1	0	0	1	0	0	0
TRAT1	1	9	0	1	1	1	0	1
TRAV1-1	0	0	1	0	1	0	0	0
TRAV1-2	0	2	0	0	0	0	0	0
TRAV10	0	0	1	0	0	0	0	0
TRAV11	0	0	0	0	0	0	0	0
TRAV12-1	1	0	0	0	0	0	0	0
TRAV12-2	2	4	0	0	0	0	0	0
TRAV12-3	0	2	0	0	0	0	0	0
TRAV13-1	2	1	0	0	0	1	1	0
TRAV13-2	0	1	0	0	0	0	1	0
TRAV14DV4	1	0	0	0	0	0	0	0
TRAV15	0	0	0	0	0	0	0	0
TRAV16	1	0	0	0	0	0	0	0
TRAV17	1	0	0	0	0	0	0	0
TRAV18	2	0	0	0	0	0	0	0
TRAV19	1	3	1	0	0	0	0	0
TRAV2	2	0	0	0	0	0	0	0
TRAV20	0	0	0	0	0	0	0	0
TRAV21	1	1	0	1	0	0	0	0
TRAV22	0	0	0	0	0	0	0	0
TRAV23DV6	0	1	0	0	0	0	0	0
TRAV24	0	0	0	0	0	0	0	0
TRAV25	2	0	1	0	0	0	0	0
TRAV26-1	0	0	0	0	1	0	0	0
TRAV26-2	0	0	0	0	1	0	0	0
TRAV27	1	0	0	0	0	0	0	0
TRAV28	0	0	0	0	0	0	0	0
TRAV29DV5	2	1	0	0	0	0	0	0
TRAV3	0	0	1	0	0	0	0	0
TRAV30	0	0	0	0	0	0	0	0
TRAV31	0	0	0	0	0	0	0	0
TRAV32	0	0	0	0	0	0	0	0
TRAV33	0	0	0	0	0	0	0	0
TRAV34	0	0	0	0	0	0	0	0
TRAV35	0	0	0	0	0	0	0	0
TRAV36DV7	0	0	0	0	0	0	0	0
TRAV37	0	0	0	0	0	0	0	0
TRAV38-1	1	0	0	0	0	0	0	0
TRAV38-2DV8	0	0	0	0	0	1	0	0
TRAV39	0	1	0	0	0	0	0	0
TRAV4	0	0	1	0	0	0	0	0
TRAV40	0	0	0	0	0	0	0	0
TRAV41	0	0	0	0	0	0	0	0
TRAV5	0	0	0	0	0	0	0	0
TRAV6	0	0	1	0	0	0	0	0
TRAV7	0	0	0	0	0	0	0	0
TRAV8-1	0	0	0	0	0	0	0	0
TRAV8-2	0	0	0	1	0	0	1	0
TRAV8-3	0	0	0	0	1	1	0	0
TRAV8-4	0	2	0	0	0	0	0	1
TRAV8-5	0	0	0	0	0	0	0	0
TRAV8-6	2	3	0	1	0	1	0	0
TRAV8-7	0	0	0	0	0	0	0	0
TRAV9-1	0	0	0	0	0	0	0	0
TRAV9-2	0	0	0	0	0	0	0	0
TRBC1	26	34	5	8	20	7	6	4
TRBC2	38	94	4	21	40	20	19	8
TRBD1	0	0	0	0	0	0	0	0
TRBJ1-1	0	0	0	0	0	0	0	0
TRBJ1-2	0	0	0	0	0	0	0	0
TRBJ1-3	0	1	0	0	0	0	0	0
TRBJ1-4	0	0	0	0	0	0	0	0
TRBJ1-5	0	1	1	0	0	0	0	0
TRBJ1-6	0	0	1	0	0	1	0	0
TRBJ2-1	0	0	0	0	0	0	0	0
TRBJ2-2	0	0	0	0	0	0	0	0
TRBJ2-2P	0	0	0	0	0	0	0	0
TRBJ2-3	0	2	0	0	0	0	0	0
TRBJ2-4	0	0	0	0	0	0	0	0
TRBJ2-5	0	0	0	0	0	0	0	0
TRBJ2-6	0	0	0	0	0	0	0	0
TRBJ2-7	0	0	0	0	0	0	0	1
TRBV1	0	0	0	0	0	0	0	0
TRBV10-1	0	0	0	0	0	0	0	0
TRBV10-2	1	0	0	0	0	0	0	0
TRBV10-3	0	1	0	0	1	0	0	0
TRBV11-1	1	0	0	0	0	0	0	0
TRBV11-2	0	0	0	0	0	0	0	0
TRBV11-3	0	0	0	0	0	0	0	0
TRBV12-1	0	0	0	0	0	0	0	0
TRBV12-2	0	0	0	0	0	0	0	0
TRBV12-3	1	1	2	0	0	0	0	0
TRBV12-4	0	1	1	0	0	0	0	0
TRBV12-5	0	0	0	0	0	0	0	0
TRBV13	0	1	0	0	0	0	0	0
TRBV14	0	0	0	1	0	0	0	0
TRBV15	0	0	1	0	0	0	1	0
TRBV16	0	0	0	0	0	0	0	0
TRBV17	0	0	0	0	0	0	0	0
TRBV18	0	4	0	0	0	0	0	0
TRBV19	1	1	1	1	1	1	0	0
TRBV2	1	2	0	3	0	0	0	0
